"Variable code","Variable name","Province","Citizenship","Year","Estimate","± 1 standard error"
"SUTODU","Successful ducks hunters (total)","Saskatchewan","All hunters","2004","13978","418"
"SUTODU","Successful ducks hunters (total)","Yukon Territory","All hunters","2004","79","30"
"SUTODU","Successful ducks hunters (total)","Alberta","All hunters","2005","11054","382"
"SUTODU","Successful ducks hunters (total)","British Columbia","All hunters","2005","2963","112"
"SUTODU","Successful ducks hunters (total)","Manitoba","All hunters","2005","10206","357"
"SUTODU","Successful ducks hunters (total)","New Brunswick","All hunters","2005","3572","160"
"SUTODU","Successful ducks hunters (total)","Newfoundland and Labrador","All hunters","2005","4858","267"
"SUTODU","Successful ducks hunters (total)","Nova Scotia","All hunters","2005","2953","138"
"SUTODU","Successful ducks hunters (total)","Northwest Territories","All hunters","2005","91","32"
"SUTODU","Successful ducks hunters (total)","Ontario","All hunters","2005","25513","652"
"SUTODU","Successful ducks hunters (total)","Prince Edward Island","All hunters","2005","1279","96"
"SUTODU","Successful ducks hunters (total)","Quebec","All hunters","2005","14078","358"
"SUTODU","Successful ducks hunters (total)","Saskatchewan","All hunters","2005","13684","392"
"SUTODU","Successful ducks hunters (total)","Yukon Territory","All hunters","2005","78","38"
"SUTODU","Successful ducks hunters (total)","Alberta","All hunters","2006","11293","395"
"SUTODU","Successful ducks hunters (total)","British Columbia","All hunters","2006","2585","100"
"SUTODU","Successful ducks hunters (total)","Manitoba","All hunters","2006","9518","343"
"SUTODU","Successful ducks hunters (total)","New Brunswick","All hunters","2006","3149","144"
"SUTODU","Successful ducks hunters (total)","Newfoundland and Labrador","All hunters","2006","4601","254"
"SUTODU","Successful ducks hunters (total)","Nova Scotia","All hunters","2006","2960","128"
"SUTODU","Successful ducks hunters (total)","Northwest Territories","All hunters","2006","51","21"
"SUTODU","Successful ducks hunters (total)","Ontario","All hunters","2006","25473","674"
"SUTODU","Successful ducks hunters (total)","Prince Edward Island","All hunters","2006","1022","72"
"SUTODU","Successful ducks hunters (total)","Quebec","All hunters","2006","14142","367"
"SUTODU","Successful ducks hunters (total)","Saskatchewan","All hunters","2006","14880","412"
"SUTODU","Successful ducks hunters (total)","Yukon Territory","All hunters","2006","64","45"
"SUTODU","Successful ducks hunters (total)","Alberta","All hunters","2007","11889","430"
"SUTODU","Successful ducks hunters (total)","British Columbia","All hunters","2007","2649","95"
"SUTODU","Successful ducks hunters (total)","Manitoba","All hunters","2007","9016","347"
"SUTODU","Successful ducks hunters (total)","New Brunswick","All hunters","2007","3047","160"
"SUTODU","Successful ducks hunters (total)","Newfoundland and Labrador","All hunters","2007","6124","280"
"SUTODU","Successful ducks hunters (total)","Nova Scotia","All hunters","2007","3132","161"
"SUTODU","Successful ducks hunters (total)","Northwest Territories","All hunters","2007","42","22"
"SUTODU","Successful ducks hunters (total)","Ontario","All hunters","2007","24648","645"
"SUTODU","Successful ducks hunters (total)","Prince Edward Island","All hunters","2007","986","98"
"SUTODU","Successful ducks hunters (total)","Quebec","All hunters","2007","13421","357"
"SUTODU","Successful ducks hunters (total)","Saskatchewan","All hunters","2007","14231","423"
"SUTODU","Successful ducks hunters (total)","Yukon Territory","All hunters","2007","68","28"
"SUTODU","Successful ducks hunters (total)","Alberta","All hunters","2008","12126","459"
"SUTODU","Successful ducks hunters (total)","British Columbia","All hunters","2008","2906","121"
"SUTODU","Successful ducks hunters (total)","Manitoba","All hunters","2008","8327","349"
"SUTODU","Successful ducks hunters (total)","New Brunswick","All hunters","2008","3408","194"
"SUTODU","Successful ducks hunters (total)","Newfoundland and Labrador","All hunters","2008","5241","318"
"SUTODU","Successful ducks hunters (total)","Nova Scotia","All hunters","2008","3110","161"
"SUTODU","Successful ducks hunters (total)","Northwest Territories","All hunters","2008","62","35"
"SUTODU","Successful ducks hunters (total)","Ontario","All hunters","2008","26454","723"
"SUTODU","Successful ducks hunters (total)","Prince Edward Island","All hunters","2008","872","93"
"SUTODU","Successful ducks hunters (total)","Quebec","All hunters","2008","14563","387"
"SUTODU","Successful ducks hunters (total)","Saskatchewan","All hunters","2008","12976","401"
"SUTODU","Successful ducks hunters (total)","Yukon Territory","All hunters","2008","71","21"
"SUTODU","Successful ducks hunters (total)","Alberta","All hunters","2009","9512","417"
"SUTODU","Successful ducks hunters (total)","British Columbia","All hunters","2009","2893","129"
"SUTODU","Successful ducks hunters (total)","Manitoba","All hunters","2009","8011","366"
"SUTODU","Successful ducks hunters (total)","New Brunswick","All hunters","2009","2982","181"
"SUTODU","Successful ducks hunters (total)","Newfoundland and Labrador","All hunters","2009","4838","311"
"SUTODU","Successful ducks hunters (total)","Nova Scotia","All hunters","2009","2581","147"
"SUTODU","Successful ducks hunters (total)","Northwest Territories","All hunters","2009","138","26"
"SUTODU","Successful ducks hunters (total)","Ontario","All hunters","2009","23166","720"
"SUTODU","Successful ducks hunters (total)","Prince Edward Island","All hunters","2009","952","105"
"SUTODU","Successful ducks hunters (total)","Quebec","All hunters","2009","14101","396"
"SUTODU","Successful ducks hunters (total)","Saskatchewan","All hunters","2009","11662","410"
"SUTODU","Successful ducks hunters (total)","Yukon Territory","All hunters","2009","59","30"
"SUTODU","Successful ducks hunters (total)","Alberta","All hunters","2010","9890","445"
"SUTODU","Successful ducks hunters (total)","British Columbia","All hunters","2010","2721","113"
"SUTODU","Successful ducks hunters (total)","Manitoba","All hunters","2010","7414","341"
"SUTODU","Successful ducks hunters (total)","New Brunswick","All hunters","2010","3150","190"
"SUTODU","Successful ducks hunters (total)","Newfoundland and Labrador","All hunters","2010","5188","289"
"SUTODU","Successful ducks hunters (total)","Nova Scotia","All hunters","2010","2797","140"
"SUTODU","Successful ducks hunters (total)","Northwest Territories","All hunters","2010","91","42"
"SUTODU","Successful ducks hunters (total)","Ontario","All hunters","2010","24965","714"
"SUTODU","Successful ducks hunters (total)","Prince Edward Island","All hunters","2010","1173","112"
"SUTODU","Successful ducks hunters (total)","Quebec","All hunters","2010","13798","394"
"SUTODU","Successful ducks hunters (total)","Saskatchewan","All hunters","2010","12287","422"
"SUTODU","Successful ducks hunters (total)","Alberta","All hunters","2011","11129","480"
"SUTODU","Successful ducks hunters (total)","British Columbia","All hunters","2011","2990","150"
"SUTODU","Successful ducks hunters (total)","Manitoba","All hunters","2011","6657","318"
"SUTODU","Successful ducks hunters (total)","New Brunswick","All hunters","2011","3334","181"
"SUTODU","Successful ducks hunters (total)","Newfoundland and Labrador","All hunters","2011","4850","324"
"SUTODU","Successful ducks hunters (total)","Nova Scotia","All hunters","2011","3117","168"
"SUTODU","Successful ducks hunters (total)","Northwest Territories","All hunters","2011","119","59"
"SUTODU","Successful ducks hunters (total)","Ontario","All hunters","2011","25291","721"
"SUTODU","Successful ducks hunters (total)","Prince Edward Island","All hunters","2011","1380","150"
"SUTODU","Successful ducks hunters (total)","Quebec","All hunters","2011","13763","379"
"SUTODU","Successful ducks hunters (total)","Saskatchewan","All hunters","2011","13717","425"
"SUTODU","Successful ducks hunters (total)","Yukon Territory","All hunters","2011","78","41"
"SUTODU","Successful ducks hunters (total)","Alberta","All hunters","2012","11474","529"
"SUTODU","Successful ducks hunters (total)","British Columbia","All hunters","2012","3249","154"
"SUTODU","Successful ducks hunters (total)","Manitoba","All hunters","2012","7239","353"
"SUTODU","Successful ducks hunters (total)","New Brunswick","All hunters","2012","3115","222"
"SUTODU","Successful ducks hunters (total)","Newfoundland and Labrador","All hunters","2012","4845","363"
"SUTODU","Successful ducks hunters (total)","Nova Scotia","All hunters","2012","2939","182"
"SUTODU","Successful ducks hunters (total)","Northwest Territories","All hunters","2012","218","49"
"SUTODU","Successful ducks hunters (total)","Ontario","All hunters","2012","24627","772"
"SUTODU","Successful ducks hunters (total)","Prince Edward Island","All hunters","2012","1309","141"
"SUTODU","Successful ducks hunters (total)","Quebec","All hunters","2012","14151","434"
"SUTODU","Successful ducks hunters (total)","Saskatchewan","All hunters","2012","15197","488"
"SUTODU","Successful ducks hunters (total)","Yukon Territory","All hunters","2012","90","50"
"SUTODU","Successful ducks hunters (total)","Alberta","All hunters","2013","12658","620"
"SUTODU","Successful ducks hunters (total)","British Columbia","All hunters","2013","3246","185"
"SUTODU","Successful ducks hunters (total)","Manitoba","All hunters","2013","8380","513"
"SUTODU","Successful ducks hunters (total)","New Brunswick","All hunters","2013","3446","235"
"SUTODU","Successful ducks hunters (total)","Newfoundland and Labrador","All hunters","2013","5610","391"
"SUTODU","Successful ducks hunters (total)","Nova Scotia","All hunters","2013","3186","188"
"SUTODU","Successful ducks hunters (total)","Northwest Territories","All hunters","2013","211","58"
"SUTODU","Successful ducks hunters (total)","Ontario","All hunters","2013","28699","941"
"SUTODU","Successful ducks hunters (total)","Prince Edward Island","All hunters","2013","1225","130"
"SUTODU","Successful ducks hunters (total)","Quebec","All hunters","2013","13714","420"
"SUTODU","Successful ducks hunters (total)","Saskatchewan","All hunters","2013","16365","568"
"SUTODU","Successful ducks hunters (total)","Yukon Territory","All hunters","2013","108","34"
"SUTODU","Successful ducks hunters (total)","Alberta","All hunters","2014","12360","625"
"SUTODU","Successful ducks hunters (total)","British Columbia","All hunters","2014","3314","179"
"SUTODU","Successful ducks hunters (total)","Manitoba","All hunters","2014","6339","331"
"SUTODU","Successful ducks hunters (total)","New Brunswick","All hunters","2014","3090","232"
"SUTODU","Successful ducks hunters (total)","Newfoundland and Labrador","All hunters","2014","3722","329"
"SUTODU","Successful ducks hunters (total)","Nova Scotia","All hunters","2014","2575","173"
"SUTODU","Successful ducks hunters (total)","Northwest Territories","All hunters","2014","167","40"
"SUTODU","Successful ducks hunters (total)","Ontario","All hunters","2014","29602","1019"
"SUTODU","Successful ducks hunters (total)","Prince Edward Island","All hunters","2014","1222","141"
"SUTODU","Successful ducks hunters (total)","Quebec","All hunters","2014","14334","451"
"SUTODU","Successful ducks hunters (total)","Saskatchewan","All hunters","2014","16928","630"
"SUTODU","Successful ducks hunters (total)","Yukon Territory","All hunters","2014","138","75"
"SUTODU","Successful ducks hunters (total)","Alberta","All hunters","2015","13402","677"
"SUTODU","Successful ducks hunters (total)","British Columbia","All hunters","2015","3234","175"
"SUTODU","Successful ducks hunters (total)","Manitoba","All hunters","2015","6854","374"
"SUTODU","Successful ducks hunters (total)","New Brunswick","All hunters","2015","2800","212"
"SUTODU","Successful ducks hunters (total)","Newfoundland and Labrador","All hunters","2015","3817","308"
"SUTODU","Successful ducks hunters (total)","Nova Scotia","All hunters","2015","2466","158"
"SUTODU","Successful ducks hunters (total)","Northwest Territories","All hunters","2015","202","55"
"SUTODU","Successful ducks hunters (total)","Ontario","All hunters","2015","27660","956"
"SUTODU","Successful ducks hunters (total)","Prince Edward Island","All hunters","2015","987","118"
"SUTODU","Successful ducks hunters (total)","Quebec","All hunters","2015","13770","438"
"SUTODU","Successful ducks hunters (total)","Saskatchewan","All hunters","2015","15904","595"
"SUTODU","Successful ducks hunters (total)","Yukon Territory","All hunters","2015","159","58"
"SUTODU","Successful ducks hunters (total)","Alberta","All hunters","2016","13076","657"
"SUTODU","Successful ducks hunters (total)","British Columbia","All hunters","2016","2622","151"
"SUTODU","Successful ducks hunters (total)","Manitoba","All hunters","2016","6964","335"
"SUTODU","Successful ducks hunters (total)","New Brunswick","All hunters","2016","3219","219"
"SUTODU","Successful ducks hunters (total)","Newfoundland and Labrador","All hunters","2016","3230","292"
